"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9000","Авторизаиця с недействительными учетными данными","pom_project.tests","2025-10-16","passed","2025-10-16","","test_login","",""
